tipo_vivienda,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
casa,"RD$ 12,000,000",4 habitaciones,4.5 baños,4 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Jacuzzi, Patio, Piscina, Terraza"
apartamento,"US$ 485,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",330 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 254,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,"1/2 Baño, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,"RD$ 3,900,000",3 habitaciones,2.0 baños,2 parqueos,"Don Honorio, Santo Domingo Centro (D.N.), Santo Domingo",124 Mt2,"Area de Juegos Infantiles, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Piscina, Pozo, Seguridad 24 Horas"
apartamento,"US$ 103,500",1 habitaciones,2.0 baños,1 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",69 Mt2,"Area de Juegos Infantiles, Ascensor, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Jacuzzi, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"RD$ 9,000,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",224 Mt2,"1/2 Baño, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,"RD$ 7,600,000",3 habitaciones,2.5 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,"1/2 Baño, Area Servicio Independiente, Cisterna, Cuarto de Servicio, Estudio, Patio, Terraza, Walk In Closet"
apartamento,"RD$ 7,500,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,"1/2 Baño, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 125,000",3 habitaciones,2.0 baños,2 parqueos,"Costa Caribe, Santo Domingo Centro (D.N.), Santo Domingo",161 Mt2,"Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Vestidores"
apartamento,"US$ 75,000",1 habitaciones,1.0 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",50 Mt2,"Ascensor, Cisterna, Control de Acceso, Gimnasio, Planta Eléctrica"
apartamento,"US$ 360,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",267 Mt2,"1/2 Baño, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 125,000",2 habitaciones,2.0 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,"Agua Potable, Balcón, Cisterna, Control de Acceso, Seguridad 24 Horas"
apartamento,"US$ 150,000",3 habitaciones,2.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",114 Mt2,"Balcón, Control de Acceso, Lobby, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 124,000",2 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",97 Mt2,"1/2 Baño, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 228,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",152 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Jacuzzi, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,"RD$ 6,000,000",2 habitaciones,2.5 baños,2 parqueos,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",136 Mt2,"1/2 Baño, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Seguridad 24 Horas"
apartamento,"RD$ 3,400,000",1 habitaciones,1.0 baños,2 parqueos,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",90 Mt2,"Control de Acceso, Cuarto de Servicio"
apartamento,"RD$ 3,250,000",3 habitaciones,2.0 baños,2 parqueos,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",145 Mt2,"Agua Potable, Balcón, Cisterna, Cuarto de Servicio"
apartamento,"US$ 240,000",3 habitaciones,3.5 baños,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",234 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 240,000",3 habitaciones,3.5 baños,3 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 134,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",143 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 187,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",157 Mt2,"1/2 Baño, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica"
apartamento,"US$ 160,000",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",118 Mt2,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 8,200,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",215 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Estar Familiar, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 265,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 3,600,000",2 habitaciones,1.0 baños,1 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",82 Mt2,"Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio"
apartamento,"RD$ 7,500,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",240 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Jacuzzi"
apartamento,"US$ 121,000",2 habitaciones,2.0 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",165 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 128,000",2 habitaciones,2.0 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",116 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,"US$ 121,000",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,"US$ 210,000",4 habitaciones,3.5 baños,4 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",293 Mt2,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Seguridad 24 Horas"
apartamento,"US$ 110,000",3 habitaciones,2 parqueos,NA,"Los Prados, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"1/2 Baño, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Planta Eléctrica, Pozo"
apartamento,"US$ 92,000",2 habitaciones,2.5 baños,1 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,Balcón
casa,"RD$ 9,500,000",3 habitaciones,2.5 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",437 Mt2,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Jacuzzi"
apartamento,"US$ 155,000",2 habitaciones,2.0 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,"1/2 Baño, Area Servicio Independiente, Ascensor, Patio, Planta Eléctrica, Terraza"
apartamento,"US$ 260,000",4 habitaciones,4.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",353 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio"
apartamento,"US$ 185,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 134,000",3 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",134 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Lobby, Planta Eléctrica"
apartamento,"US$ 127,000",2 habitaciones,2.0 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",165 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 163,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,"1/2 Baño, Agua Potable, Cuarto de Servicio, Gimnasio, Terraza"
apartamento,"US$ 175,000",3 habitaciones,3.0 baños,3 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio"
apartamento,"US$ 134,112",2 habitaciones,2.5 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"RD$ 7,200,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 111,000",2 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",102 Mt2,"Area de Juegos Infantiles, Ascensor, Cisterna, Lobby, Terraza"
apartamento,"RD$ 8,650,000",3 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",234 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 162,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",136 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica"
apartamento,"RD$ 8,200,000",3 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Patio, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"RD$ 7,500,000",3 habitaciones,2.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",187 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Estar Familiar, Planta Eléctrica"
apartamento,"US$ 275,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Lobby, Planta Eléctrica, Pozo, Vestidores, Walk In Closet"
apartamento,"RD$ 5,400,000",3 habitaciones,2.0 baños,2 parqueos,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",135 Mt2,"Balcón, Cisterna, Control de Acceso"
apartamento,"US$ 235,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",222 Mt2,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 155,000",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",62 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Satélite, Seguridad 24 Horas, Terraza"
casa,"RD$ 9,800,000",4 habitaciones,4.5 baños,4 parqueos,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",360 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Jacuzzi, Patio, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 135,000",2 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",115 Mt2,"Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 123,500",3 habitaciones,2.5 baños,2 parqueos,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas"
casa,"RD$ 7,500,000",3 habitaciones,2.5 baños,3 parqueos,"Colinas del Seminario, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,"1/2 Baño, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Patio, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 3,700,000",3 habitaciones,2.0 baños,2 parqueos,"Cuesta Brava, Santo Domingo Centro (D.N.), Santo Domingo",148 Mt2,"Agua Potable, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas, Terraza"
apartamento,"US$ 111,000",1 habitaciones,1.5 baños,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio"
apartamento,"US$ 414,800",3 habitaciones,3.5 baños,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",244 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 124,500",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65 Mt2,
apartamento,"US$ 111,000",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",73 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
apartamento,"US$ 560,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",343 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Shutters"
apartamento,"US$ 285,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",194 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 160,000",1 habitaciones,1.5 baños,1 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",103 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 113,500",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
apartamento,"US$ 335,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",225 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina"
apartamento,"US$ 540,000",3 habitaciones,3.0 baños,3 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",447 Mt2,
apartamento,"US$ 1,500,000",4 habitaciones,4.5 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",554 Mt2,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 650,000",3 habitaciones,3.0 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",340 Mt2,"1/2 Baño, Aire Acondicionado, Area de Juegos Infantiles, Balcón, Estudio, Gimnasio, Jacuzzi, Piscina, Walk In Closet"
apartamento,"US$ 100,000",1 habitaciones,1.5 baños,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",62 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Gimnasio, Lobby, Piscina, Sauna"
apartamento,"US$ 235,000",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 850,000",NA,NA,NA,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",545 Mt2,"Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 315,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",145 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Control de Acceso, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 325,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Shutters, Walk In Closet"
apartamento,"US$ 750,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 660,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",355 Mt2,
apartamento,"US$ 500,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",308 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 170,000",2 habitaciones,2.0 baños,2 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio"
apartamento,"RD$ 6,500,000",2 habitaciones,2.0 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
