tipo_vivienda,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,"US$ 177,000",3 habitaciones,3.5 baños,2 parqueos,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",152 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 98,000",3 habitaciones,2.5 baños,2 parqueos,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",98 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Terraza, Vestidores"
apartamento,"RD$ 4,200,000",2 habitaciones,2.0 baños,2 parqueos,"Las Colinas, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Vestidores"
casa,"RD$ 30,000,000",4 habitaciones,3.5 baños,6 parqueos,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",490 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Patio, Planta Eléctrica, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 160,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 7,500,000",3 habitaciones,2.5 baños,2 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",169 Mt2,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 165,000",3 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",147 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 117,875",2 habitaciones,2.0 baños,2 parqueos,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",94 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 158,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 7,020,000",3 habitaciones,3.0 baños,2 parqueos,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",181 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Estar Familiar, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 160,000",2 habitaciones,2.5 baños,2 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",101 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 200,000",3 habitaciones,3.5 baños,2 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",142 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"RD$ 5,538,000",3 habitaciones,2.5 baños,2 parqueos,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",115 Mt2,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 7,050,000",2 habitaciones,2.5 baños,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",169 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 142,400",1 habitaciones,1.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 3,894,000",3 habitaciones,2.0 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,"Agua Potable, Area de Juegos Infantiles, Control de Acceso, Cuarto de Servicio, Gazzebo, Piscina, Seguridad 24 Horas"
apartamento,"US$ 126,625",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 299,000",2 habitaciones,2.5 baños,2 parqueos,"Malecon, Santo Domingo Centro (D.N.), Santo Domingo",184 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 171,200",3 habitaciones,2.5 baños,2 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",144 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 136,224",2 habitaciones,2.5 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",129 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 115,000",1 habitaciones,1.5 baños,2 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",57 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,"RD$ 4,500,000",3 habitaciones,2.5 baños,2 parqueos,"Pantoja, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Estar Familiar, Vestidores"
apartamento,"RD$ 4,700,000",3 habitaciones,3.0 baños,2 parqueos,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",153 Mt2,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 190,000",2 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 82,200",1 habitaciones,1.5 baños,1 parqueos,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",79 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 199,999",3 habitaciones,3.5 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 89,500",1 habitaciones,1.5 baños,1 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",68 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 3,950,000",2 habitaciones,2.0 baños,2 parqueos,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",84 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Patio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 64,400",1 habitaciones,1.0 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",51 Mt2,"Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 265,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",180 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 262,500",4 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",198 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 12,995,000",4 habitaciones,3.5 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",320 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 172,000",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",123 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 98,000",1 habitaciones,1.5 baños,1 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",66 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 208,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,
casa,"US$ 245,000",3 habitaciones,3.5 baños,4 parqueos,"Altos de Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 255,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 198,000",3 habitaciones,3.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 183,000",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",121 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 216,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",174 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 125,000",1 habitaciones,1.5 baños,1 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",78 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 252,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 110,000",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",82 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 238,000",4 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",183 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 206,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",167 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 150,000",2 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",108 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 238,000",3 habitaciones,3.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 240,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",201 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 7,150,000",2 habitaciones,3.0 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",142 Mt2,"Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 175,000",3 habitaciones,2.5 baños,2 parqueos,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 195,700",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 348,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",225 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 129,500",2 habitaciones,2.0 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",95 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 178,000",3 habitaciones,3.0 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",148 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 329,000",4 habitaciones,4.5 baños,4 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",310 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 215,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",201 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 8,995,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",240 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 139,000",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",87 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 5,900,000",3 habitaciones,2.5 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 142,624",2 habitaciones,2.5 baños,2 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,
apartamento,"US$ 499,500",3 habitaciones,4.0 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",303 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Shutters, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 159,000",2 habitaciones,2.0 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",147 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 210,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 220,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 229,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",225 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 205,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores"
