"","tipo_vivienda","divisa","precio","habitaciones","banios","parqueos","direccion","metraje","detalles"
"368","casa","RD$","15,000,000",4,3.5,2,"Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Patio, Piscina, Terraza, Vestidores, Walk In Closet"
"369","casa","RD$","8,500,000",3,2.5,3,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",255,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Cuarto de Servicio, Patio, Terraza, Vestidores"
"370","apartamento","US$","230,000",4,4.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",244,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"371","apartamento","RD$","6,900,000",3,2,1,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",170,"Agua Potable, Ascensor, Cuarto de Servicio, Estar Familiar, Estudio, Seguridad 24 Horas"
"372","apartamento","US$","114,000",1,1.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",1,""
"373","casa","RD$","15,500,000",5,3.5,4,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",400,""
"374","casa","RD$","9,500,000",3,2.5,3,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",180,"1/2 Baño, Cisterna, Patio, Piscina"
"375","apartamento","US$","153,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"376","apartamento","US$","210,000",3,2,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",155,"Ascensor, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Terraza, Walk In Closet"
"377","apartamento","US$","150,000",2,2,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",110,""
"378","apartamento","US$","156,700",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",143,""
"379","apartamento","US$","105,300",2,1.5,1,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",158,"Ascensor, Balcón, Lobby, Terraza"
"380","apartamento","US$","220,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",147,""
"381","casa","US$","300,000",4,4.5,6,"Altos de Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",586,""
"382","apartamento","RD$","6,500,000",2,2.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",150,""
"383","apartamento","US$","60,000",1,1.5,1,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",65,""
"384","apartamento","RD$","11,500,000",3,4.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",280,"1/2 Baño"
"385","apartamento","US$","282,000",3,3.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",181,""
"386","apartamento","US$","97,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",67,""
"387","apartamento","US$","131,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",97,""
"388","apartamento","US$","106,500",3,2,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",115,""
"389","apartamento","RD$","4,950,000",2,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",109,""
"390","apartamento","US$","77,000",2,2,2,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",65,""
"391","apartamento","RD$","3,800,000",3,2,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",120,""
"392","apartamento","US$","280,000",2,3.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",275,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Terraza, Walk In Closet"
"393","apartamento","RD$","6,000,000",3,2,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",150,""
"394","apartamento","US$","113,000",1,1.5,1,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",85,""
"395","apartamento","US$","315,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",145,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Control de Acceso, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"396","apartamento","US$","660,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",355,""
"397","apartamento","US$","335,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",225,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina"
"398","apartamento","US$","285,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",194,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Walk In Closet"
"399","apartamento","US$","113,500",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
"400","apartamento","US$","111,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",73,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
"401","apartamento","US$","160,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",103,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"402","apartamento","US$","110,000",2,2,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",100,"Agua Potable, Ascensor, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
"403","apartamento","US$","124,500",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65,""
"404","apartamento","US$","560,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",343,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Shutters"
"405","apartamento","US$","414,800",3,3.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",244,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"406","casa","US$","525,000",4,4.5,4,"Altos de Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",496,"1/2 Baño, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Jacuzzi, Piscina"
"407","apartamento","US$","111,000",1,1.5,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio"
"408","apartamento","RD$","4,750,000",3,2,2,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",114,"1/2 Baño, Agua Potable, Cuarto de Servicio, Seguridad 24 Horas, Terraza, Walk In Closet"
"409","apartamento","US$","500,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",308,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
"410","apartamento","US$","750,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"411","apartamento","RD$","12,000,000",3,2.5,4,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",375,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Jacuzzi, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"412","apartamento","US$","235,000",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"413","apartamento","US$","100,000",1,1.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",62,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Gimnasio, Lobby, Piscina, Sauna"
"414","apartamento","US$","650,000",3,3,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",340,"1/2 Baño, Aire Acondicionado, Area de Juegos Infantiles, Balcón, Estudio, Gimnasio, Jacuzzi, Piscina, Walk In Closet"
"415","apartamento","US$","190,000",2,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"416","apartamento","RD$","3,700,000",2,2.5,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",114,"1/2 Baño, Area Servicio Independiente, Balcón, Cuarto de Servicio, Seguridad 24 Horas"
"417","apartamento","US$","550,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",321,""
"418","casa","US$","1,200,000",4,5.5,6,"Los Pinos de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",650,"1/2 Baño, Agua Potable, Aire Acondicionado, Cuarto de Servicio, Patio, Piscina, Planta Eléctrica, Terraza, Vestidores, Walk In Closet"
"419","apartamento","RD$","2,800,000",2,2,1,"Av. Monumental, Santo Domingo Centro (D.N.), Santo Domingo",90,"Agua Potable, Area de Juegos Infantiles, Balcón, Cisterna, Control de Acceso, Seguridad 24 Horas, Terraza"
"420","casa","US$","370,000",3,3.5,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",400,"1/2 Baño, Aire Acondicionado, Balcón, Cuarto de Servicio, Estar Familiar, Family Room, Patio, Seguridad 24 Horas, Walk In Closet"
"421","apartamento","US$","162,550",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",118,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Control de Acceso, Jacuzzi, Lobby, Seguridad 24 Horas, Terraza, Vestidores"
"422","apartamento","US$","175,000",3,2.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",155,""
"423","apartamento","US$","215,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",196,""
"424","apartamento","US$","230,790",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",158,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"425","apartamento","RD$","4,400,000",3,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"426","apartamento","US$","185,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",170,""
"427","apartamento","US$","97,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",64,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"428","apartamento","RD$","2,450,000",3,2,1,"Colinas del Arroyo II, Santo Domingo Centro (D.N.), Santo Domingo",80,"Balcón, Control de Acceso, Gazzebo, Seguridad 24 Horas"
"429","apartamento","RD$","2,790,000",2,2,1,"Av. Monumental, Santo Domingo Centro (D.N.), Santo Domingo",73,"Area de Juegos Infantiles, Balcón, Control de Acceso, Gazzebo, Piscina, Seguridad 24 Horas"
"430","apartamento","US$","180,000",3,2.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",150,""
"431","apartamento","US$","170,000",3,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",202,""
"432","apartamento","RD$","6,500,000",3,2.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",148,""
"433","apartamento","RD$","4,500,000",3,2.5,2,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"434","apartamento","RD$","3,900,000",3,2,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",125,""
"435","casa","RD$","5,000,000",3,2.5,NA,"Ciudad Real, Santo Domingo Centro (D.N.), Santo Domingo",277,""
"436","apartamento","RD$","2,600,000",2,2,2,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",91,""
"437","apartamento","US$","133,979",3,3.5,2,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",124,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"438","casa","RD$","8,500,000",3,2,NA,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",395,""
"439","apartamento","RD$","6,000,000",2,2.5,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",105,"Ascensor, Balcón, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"440","apartamento","US$","60,203",1,1.5,1,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",52,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"441","casa","US$","625,000",2,6,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",431,"1/2 Baño, Patio"
"442","apartamento","US$","155,000",3,3.5,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",217,"1/2 Baño, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"443","apartamento","US$","167,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Ascensor, Cisterna, Cuarto de Servicio, Estar Familiar"
"444","apartamento","US$","255,000",3,3.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Lobby, Terraza"
"445","apartamento","RD$","4,500,000",3,2,2,"Colinas del Seminario, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"446","apartamento","US$","98,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Balcón, Gimnasio, Terraza"
"447","apartamento","RD$","6,800,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",180,"1/2 Baño, Agua Potable, Ascensor, Planta Eléctrica"
"448","apartamento","RD$","4,900,000",3,2,2,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",0,"Agua Potable, Balcón, Planta Eléctrica"
"449","apartamento","RD$","5,700,000",2,2,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",0,"Agua Potable, Control de Acceso, Seguridad 24 Horas, Terraza"
"450","apartamento","US$","315,000",3,3.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",0,"Ascensor, Family Room, Gimnasio, Seguridad 24 Horas"
"451","apartamento","US$","249,500",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",197,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"452","apartamento","US$","177,118",3,3.5,2,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",150,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores"
"453","apartamento","US$","128,650",3,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"454","apartamento","US$","124,000",3,2.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",129,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"455","apartamento","RD$","6,100,000",3,2.5,2,"Julieta, Santo Domingo Centro (D.N.), Santo Domingo",142,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Inversor, Pozo"
"456","apartamento","RD$","5,450,000",3,2,2,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",135,"Agua Potable, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas, Walk In Closet"
"457","apartamento","US$","325,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",370,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"458","casa","US$","545,000",4,3.5,6,"Lomas de Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",560,"1/2 Baño, Cisterna, Cuarto de Servicio, Estudio, Piscina, Terraza, Vestidores"
"459","casa","US$","700,000",4,4.5,6,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",460,"1/2 Baño, Agua Potable, Cuarto de Servicio, Estar Familiar, Family Room, Patio, Planta Eléctrica, Pozo, Terraza"
"460","apartamento","US$","215,000",3,4,NA,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",250,"Agua Potable, Cuarto de Servicio, Lobby, Seguridad 24 Horas"
"461","casa","US$","500,000",5,5.5,NA,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",430,"1/2 Baño, Agua Potable, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Patio, Terraza"
"462","apartamento","RD$","3,600,000",2,2,2,"Altos de Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",100,"Cuarto de Servicio"
"463","apartamento","RD$","3,600,000",3,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"464","apartamento","US$","200,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",175,""
"465","apartamento","US$","235,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",145,"1/2 Baño, Ascensor, Cisterna, Control de Acceso, Gimnasio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"466","apartamento","US$","250,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"467","apartamento","US$","350,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",225,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"468","apartamento","US$","240,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"469","casa","RD$","9,500,000",3,2.5,2,"El Portal, Santo Domingo Centro (D.N.), Santo Domingo",196,"1/2 Baño, Agua Potable, Patio, Vestidores"
"470","apartamento","US$","220,000",3,3.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
"471","apartamento","US$","205,000",2,2.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Seguridad 24 Horas"
"472","apartamento","US$","255,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"473","apartamento","RD$","7,000,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",145,"1/2 Baño, Ascensor, Estudio, Planta Eléctrica, Seguridad 24 Horas"
"474","apartamento","US$","145,000",2,2,1,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",130,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"475","apartamento","US$","185,000",3,2.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",180,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"476","apartamento","US$","240,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"477","apartamento","US$","850,000",3,3.5,3,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",321,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Gimnasio, Piscina"
"478","apartamento","US$","295,800",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",174,"Ascensor, Gimnasio, Jacuzzi, Seguridad 24 Horas"
"479","casa","RD$","8,500,000",3,2.5,1,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",184,"1/2 Baño, Aire Acondicionado, Balcón, Terraza"
"480","apartamento","US$","150,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",90,"1/2 Baño, Ascensor, Gimnasio, Jacuzzi, Seguridad 24 Horas, Terraza"
"481","apartamento","US$","159,000",3,2.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Ascensor, Gimnasio, Jacuzzi"
"482","apartamento","US$","291,359",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",139,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"483","apartamento","US$","229,603",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",107,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"484","apartamento","US$","142,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",100,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"485","apartamento","US$","159,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",73,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
"486","apartamento","US$","98,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Ascensor, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"487","apartamento","US$","510,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",360,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"488","apartamento","US$","365,000",3,3.5,3,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",275,"1/2 Baño, Ascensor, Balcón, Seguridad 24 Horas"
"489","apartamento","US$","155,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Seguridad 24 Horas, Terraza"
"490","apartamento","US$","290,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",275,"1/2 Baño, Ascensor, Seguridad 24 Horas"
"491","apartamento","US$","155,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Gimnasio, Seguridad 24 Horas, Terraza"
